Security Operations Center Specialist (Intermediate Level)	2026-01-30	https://jobright.ai/jobs/info/697d4d7d3f57a335696719fc?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
San Antonio Home Office I
Phoenix Campus (Main)"	USAA	$43680-$59980 /yr	10000+	Banking, Financial Services	"1. High School Diploma, General Equivalency Diploma, or applicable Trade School/Technical Diploma required.
2. 1 or more years of operational experience in a fast-paced Operations Center environment or Emergency Management background.
3. Possess the ability to liaise with law enforcement and security industry personnel."	no	
NASA Lunar Gateway Data Services Web Software Developer	2026-01-30	https://jobright.ai/jobs/info/697d4cd0727747250d581ae3?utm_source=1100&utm_campaign=Software Engineering	On Site	Houston, TX	CACI bv	$64K-$128K /yr	51-100	Consulting, Education	"1. Must be a U.S. Citizen or Permanent Resident to facilitate access to USG facilities.
2. B.S. in Computer, Software, Aerospace, Electrical, or Systems Engineering, Computer Science, or related discipline required.
3. Full stack developer with at least one to three years of related experience. More experience is highly valued.
4. Experience developing web applications and web services, including database back-end, middleware, and front-end.
5. Experience with C#, XML, SQL, HTML, and JavaScript.
..."	no	
Software Engineer Entry Level	2026-01-30	https://jobright.ai/jobs/info/697a8d6ff6fc293b0a2c68bc?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
Bloomington, MN
Scottsdale, AZ"	General Dynamics Mission Systems	$78K-$86K /yr	10000+	Aerospace, Business Information Systems	"1. Requires a Bachelors degree in Software Engineering, or a related Science, Engineering or Mathematics field.
2. Due to the nature of work performed within our facilities, U.S. citizenship is required."	no	
Software Engineer I - TAF	2026-01-30	https://jobright.ai/jobs/info/697e0197ce48107c05424137?utm_source=1100&utm_campaign=Software Engineering	On Site	San Diego, CA	Epsilon Systems Solutions, Inc.	$70K-$95K /yr	501-1000	Security	"1. Bachelor’s Degree in Computer Science, Engineering or a related technical discipline, or the equivalent combination of education, technical training, or work/military experience
2. Up to four (0-4) years of software engineering experience
3. Must be able to obtain and maintain an active DoD Secret Clearance
4. Experience using Git as a source code repository tool
5. Strong interpersonal skills, telephone etiquette, and professional demeanor
..."	no	yes
Systems Administration Design Engineer	2026-01-30	https://jobright.ai/jobs/info/697d49793f57a33569671660?utm_source=1100&utm_campaign=Software Engineering	On Site	Colorado Springs, CO	CACI bv	$58K-$116K /yr	51-100	Consulting, Education	"1. Must be a US Citizen
2. BS Degree in computer science, software engineering, or a related field
3. Have excellent customer relationship skills
4. Have excellent communication skills
5. Be a self-starter willing to seek knowledge and broaden their understanding of their areas of responsibility
..."	no	
Associate Data Engineer, Data Governance	2026-01-30	https://jobright.ai/jobs/info/697d2d02727747250d57f3e1?utm_source=1100&utm_campaign=Software Engineering	On Site	Winston-Salem, NC	Inmar Intelligence	$57K-$95K /yr	1001-5000		"1. B.S. in Computer Science, Information Systems, Data Engineering, or a related field or equivalent practical experience (1-3 years).
2. Experience with Python or another scripting language.
3. Working knowledge of SQL and experience querying large datasets.
4. Familiarity with ETL/ELT processes and workflow management tools (Airflow, dbt, etc).
5. Familiarity with cloud platforms (GCP or AWS preferred; Azure acceptable).
..."	no	
Associate Software Engineer	2026-01-30	https://jobright.ai/jobs/info/697e0963abff4c399a9cdb09?utm_source=1100&utm_campaign=Software Engineering	Remote	US Herndon, VA-Hybrid, US Remote	Deltek	$53000-$93250 /yr	1001-5000	Consulting, Enterprise Software	"1. Bachelor of Engineering or Technology specializing in Computer Science, Information Technology, or Information Science/Engineering
2. Solid foundation in software development with proficiency in one or more languages such as C, C++, Java, JavaScript, Python, or similar.
3. Understanding of object‑oriented programming, computer science fundamentals, data structures, and algorithms.
4. Exposure to areas such as web or mobile application development, distributed/parallel systems, machine learning, information retrieval, NLP, networking, large‑scale systems, or security software development.
5. Hands‑on experience with data structures or algorithms through academic, professional, or open‑source projects.
..."	no	
Associate Triage Analyst	2026-01-30	https://jobright.ai/jobs/info/697d428b727747250d58146d?utm_source=1100&utm_campaign=Software Engineering	Remote	United States of America	Huntress	$55000-$65000 /yr	501-1000	Cyber Security, Information Technology	"1. 0-2 years of experience in IT or Cybersecurity, or equivalent practical skills gained through internships, bootcamps, or self-directed learning.
2. A foundational understanding of operating systems (Windows/Mac), basic networking concepts (IPs, DNS, HTTP), and common security terminology.
3. A strong curiosity for how things work and the ability to follow logical workflows or playbooks to solve problems.
4. Clear written communication skills are essential for documenting findings and creating escalation tickets.
5. A burning desire to learn; you view this role as a stepping stone and are committed to upskilling toward a Senior Analyst role within 1.5 to 2 years."	not sure	yes
Advanced Degree Software Engineer - Oracle Cloud Infrastructure	2026-01-30	https://jobright.ai/jobs/info/697d41b23f57a33569671294?utm_source=1100&utm_campaign=Software Engineering	Remote	United States	Oracle	$68K-$158K /yr	10000+	Data Governance, Data Management	"1. Complete a Master's degree in Computer Science, Computer Engineering, or an equivalent science/engineering field by June 2026.
2. Proficient (able to complete coding tasks without assistance) in two or more programming languages: C, C++, Java, or similar object oriented or functional programming languages.
3. Demonstrated experience (projects, internships, coursework, research) with three or more of the following areas: Algorithms, Machine Learning, Compilers, Computer Architecture, Data Mining, High Performance Computing, Distributed Systems, Data Structures, Natural Language Processing, Artificial Intelligence, Object Oriented Design, Network Security, Big Data, Web/Mobile Technologies, Operating Systems, Database Systems, Cloud Computing, Parallel Programming.
4. Have proven experience (internships, projects, coursework) working on at least two of the following areas: Linux Operating Systems, Web Services, Compute Platforms (such as Hadoop, Spark, Kafka, Storm, Ganglia, Nagios, openTSDB, Elasticsearch or others), Agile & Scrum Methodologies.
5. Reside in the United States and/or attend a university in the US.
..."	no	
Info Security Risk Analyst	2026-01-30	https://jobright.ai/jobs/info/697d40a23f57a335696711d2?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Phoenix, AZ	TriWest Healthcare Alliance	$58K-$64K /yr	1001-5000	Health Care	"1. High School Degree or GED
2. U.S. Citizen
3. Must be able to receive a favorable Interim and adjudicated final Department of Defense (DOD) background investigation
4. One year general technical support experience or Associate’s Degree
5. Basic Information Security knowledge and understanding
..."	no	
Global Security Ops Center (GSOC) Operator	2026-01-30	https://jobright.ai/jobs/info/697d400e3f57a335696710fc?utm_source=1100&utm_campaign=Software Engineering	On Site	Los Angeles, California	Snap Inc.	$28.84-$43.26 /hr	5001-10000		"1. Ability to lift up to 20.5 lbs. to support emergency response or relocation
2. Ability stand on your feet for extended periods of time for incident management or support to security operations
3. Must possess a valid and current guard card
4. On-site work at a Snap office location, a minimum of 5 days per week
5. Ability to work a rotating on-call weekend schedule, as needed
..."	not sure	
DevSecOps Engineer	2026-01-30	https://jobright.ai/jobs/info/697d3fe7727747250d5811be?utm_source=1100&utm_campaign=Software Engineering	On Site	USA MD Annapolis Junction	General Dynamics Information Technology	$74800-$101200 /yr	10000+	Artificial Intelligence (AI), Cloud Computing	"1. Bash (Scripting Language)
2. Container Technologies
3. GitLab
4. Python (Programming Language)
5. 1 + years of related experience
..."	no	
Associate Software Engineer	2026-01-30	https://jobright.ai/jobs/info/697d3fbf3f57a3356967109e?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
Newton, MA
Dresher, PA
Boston, MA
Philadelphia, PA"	Ascensus	$60K-$85K /yr	5001-10000	Consulting, Retirement	"1. 1+ years of experience developing software & systems NEW GRADS WELCOME
2. Working experience in one or more programming languages, technologies and software platforms, such as Python, Javascript, PostgreSQL, Cursor IDE, Skills, MCP, Agents
3. Demonstrate an insatiable curiosity for how things work, with a passion for learning, experimenting, and building in a fast‑moving, high‑impact AI program
4. Strong problem solving skills
5. Understanding of design principles
..."	not sure	
2026 Technology Early Career Development Program &#8211; Quality Assurance/App Support	2026-01-30	https://jobright.ai/jobs/info/697a8bc59d60e431a16c1546?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
Lake Mary, FL
New York, NY"	Healthfirst	$66,500-$90,440 /yr	1001-5000	Commercial Insurance, Health Care	"1. Professional or academic experience in solving technical problems
2. Experience demonstrating written, verbal and presentation communication skills with ability to communicate complex information
3. Experience demonstrating prioritization and the ability to multi-task while maintaining attention to detail
4. Experience working independently and as part of a team
5. Computer Science or technology related bachelor’s degree from an accredited institution
..."	no	
Associate Operational Engineer	2026-01-30	https://jobright.ai/jobs/info/697d3e71727747250d580fd9?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Waterloo, Ontario, Canada	Manulife	CAD69525-CAD115875 /yr	10000+	Finance, Financial Exchanges	"1. 1+ years operational experience in Server support, upgrades configurations, and implementations
2. Customer service approach
3. Networking knowledge
4. Knowledge of server platforms (Windows, Linux, AIX)
5. Familiarity with database technologies in cloud such as (MSSQL, Oracle, OpenEdge)"	not sure	
Site Reliability Engineer l	2026-01-30	https://jobright.ai/jobs/info/697d3c39137a051025664b8c?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Irvine, CA, United States	Habit Burger & Grill	$45.01-$52.12 /hr	1001-5000	Food and Beverage, Tourism	"1. Bachelor's degree in Computer Science, Engineering, or a related field.
2. 1–3 years of experience in IT, systems engineering, DevOps, or technical support.
3. Experience with containerized platforms, API/Microservices and software development life cycle.
4. Practical knowledge working with Linux systems.
5. Familiarity with observability platforms such as Datadog.
..."	not sure	
Software Developer	2026-01-30	https://jobright.ai/jobs/info/697d3aa0727747250d580a68?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Rock Island, IL	Modern Woodmen of America	$57K-$95K /yr	1001-5000	Finance, Financial Services	"1. Bachelor’s degree in Computer Science or related field.
2. Excellent written and verbal communication skills.
3. Ability to multi-task and practice good time management skills, both individually and as part of a team.
4. Working knowledge of object-oriented programming, relational databases, application design & analysis, documentation, and agile methodology."	not sure	
Associate Operational Engineer	2026-01-30	https://jobright.ai/jobs/info/697d3969727747250d5808db?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
Toronto, Ontario
Waterloo, Ontario"	Manulife	$69,525-$115,875 /yr	10000+	Finance, Financial Exchanges	"1. 1+ years operational experience in Server support, upgrades configurations, and implementations
2. Customer service approach
3. Networking knowledge
4. Knowledge of server platforms (Windows, Linux, AIX)
5. Familiarity with database technologies in cloud such as (MSSQL, Oracle, OpenEdge)"	not sure	
Advanced Degree Software Engineer - Oracle Cloud Infrastructure	2026-01-30	https://jobright.ai/jobs/info/697d36363f57a3356967040b?utm_source=1100&utm_campaign=Software Engineering	Remote	United States	NetSuite	$68500-$158200 /yr	10000+	Cloud Computing, Computer	"1. Complete a Master's degree in Computer Science, Computer Engineering, or an equivalent science/engineering field by June 2026.
2. Proficient (able to complete coding tasks without assistance) in two or more programming languages: C, C++, Java, or similar object oriented or functional programming languages.
3. Demonstrated experience (projects, internships, coursework, research) with three or more of the following areas: Algorithms, Machine Learning, Compilers, Computer Architecture, Data Mining, High Performance Computing, Distributed Systems, Data Structures, Natural Language Processing, Artificial Intelligence, Object Oriented Design, Network Security, Big Data, Web/Mobile Technologies, Operating Systems, Database Systems, Cloud Computing, Parallel Programming.
4. Have proven experience (internships, projects, coursework) working on at least two of the following areas: Linux Operating Systems, Web Services, Compute Platforms (such as Hadoop, Spark, Kafka, Storm, Ganglia, Nagios, openTSDB, Elasticsearch or others), Agile & Scrum Methodologies.
5. Reside in the United States and/or attend a university in the US.
..."	no	
Software Engineer	2026-01-30	https://jobright.ai/jobs/info/697d35cb137a05102566432f?utm_source=1100&utm_campaign=Software Engineering	On Site	Newark, NJ	Prudential Financial	$82K-$135K /yr	10000+	Asset Management, Finance	"1. Bachelor of Computer Science or Engineering or experience in related fields
2. Experience with agile development methodologies and Test-Driven Development (TDD)
3. Knowledge of business concepts tools and processes that are needed for making sound decisions in the context of the company's business
4. Excellent problem solving, communication and collaboration skills
5. Experience with the following: Programming Languages: Python, Java or Java Script; working in distributed systems, object oriented programming, design patterns and design methodology; JAVA services using Spring CLI
..."	not sure	
Data Center Specialist I	2026-01-30	https://jobright.ai/jobs/info/696171d1f3f4cd1325066988?utm_source=1100&utm_campaign=Software Engineering	On Site	Chicago, IL	AMERICAN SYSTEMS	$28-$41 /hr	1001-5000	Government, Information Technology	"1. All candidates must be a U.S. Citizen.
2. Must be able to pass federal background investigation and obtain a Public Trust.
3. 6 months - 3 years of relevant Network Administration/Data Center experience.
4. Experience troubleshooting a wide range of LAN, WAN, Multi-Protocol Label Switching (MPLS), and network/service availability.
5. Ability to observe data center environment (racks, servers, cabling, etc.) to identify areas of improvement and make recommendations for fixes and enhancements.
..."	no	yes
Software Engineer in Test - (Mobile)	2026-01-30	https://jobright.ai/jobs/info/697d2ff4137a051025663a80?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
San Jose, CA
Austin, TX"	Venmo	$116K-$173K /yr	51-100	Finance, FinTech	1. 1+ years relevant experience and a Bachelor’s degree OR Any equivalent combination of education and experience.	not sure	
Associate Programmer Analyst	2026-01-30	https://jobright.ai/jobs/info/697d2f2e137a05102566386c?utm_source=1100&utm_campaign=Software Engineering	On Site	Seattle, WA	Boeing	$92,650-$125,350 /yr	1001-5000	Aerospace, Industrial	"1. Experience with Azure cloud services
2. Experience with message queues and APIs
3. Experience with Docker containers and Kubernetes for container orchestration
4. Experience in Azure Cosmos DB, Redis, PostgreSQL, and Azure Storage solutions
5. Experience in using Visual Studio Code, IntelliJ, Docker Desktop, Azure Storage Emulator, and Git for version control"	no	
Software Engineers–Developer (Associate / Experienced)	2026-01-30	https://jobright.ai/jobs/info/697d2d9e727747250d57f5a0?utm_source=1100&utm_campaign=Software Engineering	On Site	El Segundo, CA	Boeing	$106250-$143750 /yr	1001-5000	Aerospace, Industrial	"1. 1+ years of experience in software development
2. 1+ years of experience with software integration and end-to-end testing methodologies
3. 1+ years of experience with modern programming and scripting languages such as C++, Java, JavaScript, Perl, Python, Visual Basic
4. Experience working on a software development project that follows Agile and Scrum methodologies
5. Experience collaborating across multi-discipline engineering team
..."	no	
EC Infra and DevOps Engineer	2026-01-30	https://jobright.ai/jobs/info/697d14d3137a051025660a8a?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
Santa Clara, CA
Phoenix, AZ"	Intel Corporation	$101K-$142K /yr	10000+		"1. Interest in working in a highly dynamic HPC environment ensuring optimal performance, availability and security of Windows Server infrastructure.
2. Willing to learn new technologies in scope for the team
3. Experience in managing, supporting, troubleshooting Microsoft Windows Server environments.
4. Familiarity with at least one of the System Center Suite Products (SCOM, SCCM, SCVMM...).
5. Familiarity with using PowerShell to automate/script tasks.
..."	not sure	
Advanced Degree Software Engineer - Oracle Cloud Infrastructure	2026-01-30	https://jobright.ai/jobs/info/697d2c27137a05102566304e?utm_source=1100&utm_campaign=Software Engineering	Remote	United States	Oracle	$68500-$158200 /yr	10000+	Data Governance, Data Management	"1. Complete a Master's degree in Computer Science, Computer Engineering, or an equivalent science/engineering field by June 2026.
2. Proficient (able to complete coding tasks without assistance) in two or more programming languages: C, C++, Java, or similar object oriented or functional programming languages.
3. Demonstrated experience (projects, internships, coursework, research) with three or more of the following areas: Algorithms, Machine Learning, Compilers, Computer Architecture, Data Mining, High Performance Computing, Distributed Systems, Data Structures, Natural Language Processing, Artificial Intelligence, Object Oriented Design, Network Security, Big Data, Web/Mobile Technologies, Operating Systems, Database Systems, Cloud Computing, Parallel Programming.
4. Have proven experience (internships, projects, coursework) working on at least two of the following areas: Linux Operating Systems, Web Services, Compute Platforms (such as Hadoop, Spark, Kafka, Storm, Ganglia, Nagios, openTSDB, Elasticsearch or others), Agile & Scrum Methodologies.
5. Reside in the United States and/or attend a university in the US.
..."	no	
Software Engineer, Backend Java	2026-01-30	https://jobright.ai/jobs/info/697d288b727747250d57e850?utm_source=1100&utm_campaign=Software Engineering	Hybrid	San Jose, California, United States of America	PayPal	$116500-$171440 /yr	10000+	E-Commerce Platforms, FinTech	"1. 1+ years relevant experience and a Bachelor’s degree OR Any equivalent combination of education and experience.
2. Bachelor's degree in Computer Science or related field.
3. 1+ years of backend development experience. Strong foundation in programming concepts and data structures.
4. Proficiency in at least one backend language (Java, Python, Ruby on Rails)
5. Proficiency in back-end development utilizing Java EE technologies (Java, application servers, servlet containers, JMS, JPA, Spring MVC, Hibernate)
..."	not sure	
Cloud Engineer	2026-01-30	https://jobright.ai/jobs/info/697d27a8137a051025662525?utm_source=1100&utm_campaign=Software Engineering	On Site	Arlington, VA	Accenture Federal Services	$98500-$184900 /yr	10000+	Consulting, Finance	"1. U.S. Citizen located on U.S. soil (mandatory).
2. Experience managing cloud platforms (Azure required; AWS/GCP preferred).
3. Experience with Agile methodology.
4. Hands-on experience with Infrastructure as Code (Github, Terraform, ARM templates).
5. Ability to work independently on moderately complex tasks and collaborate effectively.
..."	no	
Cybersecurity – Information System Security Officer (ISSO)	2026-01-30	https://jobright.ai/jobs/info/697d26fb727747250d57e42c?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
Oklahoma City, OK
USA - Oklahoma City, OK"	Boeing	$97750-$132250 /yr	1001-5000	Aerospace, Industrial	"1. IAM Level 1 DoD 8140.01 (previously 8570.01) compliant certification (i.e. CAP, Security+ CE, CISSP, CASP, CISM, GSLC)
2. 1+ years of experience in cybersecurity policies and implementation of Risk Management Framework (RMF): e.g. DAAPM, CNSSI 1253, ICD-503, JSIG, or NIST SP 800 series
3. This position requires an active U.S. Secret Security Clearance (U.S. Citizenship Required). (A U.S. Security Clearance that has been active in the past 24 months is considered active)
4. This position must meet U.S. export control compliance requirements. To meet U.S. export control compliance requirements, a 'U.S. Person' as defined by 22 C.F.R. 120.62 is required. 'U.S. Person' includes U.S. Citizen, U.S. National, lawful permanent resident, refugee, or asylee."	no	
Junior Embedded Software Engineer (cleared)	2026-01-30	https://jobright.ai/jobs/info/697d26ed727747250d57e405?utm_source=1100&utm_campaign=Software Engineering	On Site	Dedham, MA	General Dynamics Mission Systems	$94K-$256K /yr	10000+	Aerospace, Business Information Systems	"1. Bachelor’s degree in Software Engineering, or a related Science, Engineering or Mathematics field.
2. Department of Defense SECRET security clearance is required at time of hire.
3. U.S. citizenship is required.
4. Clear understanding of software engineering concepts, principles, and theories.
5. Clear understanding of the software development process.
..."	no	
Software Engineer in Test - (Mobile)	2026-01-30	https://jobright.ai/jobs/info/697d25883f57a3356966e00e?utm_source=1100&utm_campaign=Software Engineering	Hybrid	"Multi Location
Austin, Texas, United States of America
San Jose, California, United States of America"	PayPal	$116500-$173250 /yr	10000+	E-Commerce Platforms, FinTech	1. 1+ years relevant experience and a Bachelor’s degree OR Any equivalent combination of education and experience.	not sure	
Software Engineer, Backend Java	2026-01-30	https://jobright.ai/jobs/info/697d24c03f57a3356966de46?utm_source=1100&utm_campaign=Software Engineering	Hybrid	San Jose, CA	PayPal	$116K-$171K /yr	10000+	E-Commerce Platforms, FinTech	"1. 1+ years relevant experience and a Bachelor’s degree OR Any equivalent combination of education and experience.
2. Bachelor's degree in Computer Science or related field.
3. 1+ years of backend development experience.
4. Strong foundation in programming concepts and data structures.
5. Proficiency in at least one backend language (Java, Python, Ruby on Rails).
..."	not sure	
Software Developer Engineer in Test	2026-01-30	https://jobright.ai/jobs/info/697d24153f57a3356966dcd2?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Vancouver, British Columbia, Canada	NetApp	CAD98,600-CAD127,600 /yr	10000+	Cloud Computing, Data Management	"1. Proficiency in Ruby or equivalent scripting language.
2. Experience with REST API development and testing.
3. Familiarity with networking concepts, HTTP, and AWS APIs.
4. Knowledge of Cassandra or similar NoSQL databases.
5. Understanding of distributed systems.
..."	not sure	
AI & Applications Developer	2026-01-30	https://jobright.ai/jobs/info/697d2288727747250d57da5c?utm_source=1100&utm_campaign=Software Engineering	On Site	Corporate, Amherst, NY, US	Uniland Development Company	$85000-$110000 /yr	251-500	Real Estate	"1. Bachelor’s degree in Computer Science, Information Systems, or related field, or equivalent experience.
2. A minimum of one year’s experience in software, application, or AI development, including exposure to full‑stack development, API integration, and modern AI frameworks.
3. Familiarity with modern AI frameworks (e.g. OpenAi, Azure AI Services, Copilot Studio).
4. Demonstrated experience implementing AI or machine learning tools within business systems or automation platforms.
5. Strong working knowledge of the Microsoft ecosystem—Power Automate, Power Apps, Power BI, SharePoint, and Microsoft 365 administration.
..."	no	
Software Engineer	2026-01-30	https://jobright.ai/jobs/info/697d2242727747250d57d9df?utm_source=1100&utm_campaign=Software Engineering	On Site	San Diego, California, United States	Ignite Digital Services	$100000-$100000 /yr	101-250	Business Development, Consulting	"1. Bachelor’s degree in Computer Science, Software Engineering, or a related field (or equivalent practical experience)
2. Professional experience in software development with proficiency in at least one modern programming language (e.g., Python, Java, C#, JavaScript)
3. Understanding of databases (SQL/NoSQL), APIs, and version control systems (Git)
4. Familiarity with software development methodologies (Agile, Scrum) and CI/CD practices
5. Strong problem-solving skills and the ability to adapt to new technologies
..."	no	
Software Engineer	2026-01-30	https://jobright.ai/jobs/info/697d21303f57a3356966d794?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Cranberry Township, PA	NetApp	$101K-$151K /yr	10000+	Cloud Computing, Data Management	"1. Knowledge of C/C++ and Python programming.
2. Ability to understand and debug x86 assembly code.
3. Familiar with an open source UNIX OS (FreeBSD, Linux).
4. Familiarity with x86-based architectures.
5. Education: A Bachelor of Science Degree in Engineering or Computer Science or equivalent related work experience.
..."	not sure	yes
Research Scientist in Code Generation Graduate (Seed-LLM) - 2026 Start (PhD)	2026-01-30	https://jobright.ai/jobs/info/697d3f163f57a33569670fba?utm_source=1100&utm_campaign=Software Engineering	On Site	San Jose, CA	ByteDance	$119K-$259K /yr	10000+	Content, Data Mining	"1. has research or technical backgrounds in LLM, code generation, large pre-trained models
2. Candidates with pre-training foundation technologies, including efficient training and pretraining as a service"	not sure	yes
Software Engineer, New Grad (2026 Start)	2026-01-30	https://jobright.ai/jobs/info/697d3c7f3f57a33569670c2a?utm_source=1100&utm_campaign=Software Engineering	Hybrid	San Francisco, CA	Zip	$140K-$145K /yr	501-1000	Compliance, Enterprise Resource Planning (ERP)	"1. Pursuing a BS or MS in Computer Science or related technical field involving coding (e.g. physics or math), with a graduation date between December 2025 - June 2026
2. Experience with web applications and API development. At Zip, our stack includes Python, Javascript/TypeScript, React, and GraphQL
3. Ability and interest to quickly learn new frameworks, architecture patterns, and programming languages as needed
4. Fantastic written and verbal communication skills
5. Prior internships in high-growth startup environment"	not sure	yes
Software Engineer	2026-01-30	https://jobright.ai/jobs/info/697d3d57727747250d580e55?utm_source=1100&utm_campaign=Software Engineering	On Site	Minneapolis, MN	Bio-Techne	$87600-$144000 /yr	1001-5000	Biotechnology, Genetics	"1. This position requires a bachelors degree in computer science.
2. Must have experience in server administration, database development, and development of web-based user interfaces.
3. Tool set includes: Linux, SQL, Ruby on Rails, Python, Perl, PHP, Javascript, HTML.
4. Must work well independently, with other developers, and with individuals across the company.
5. Knowledge of open source programming languages. For example: PHP, Ruby on Rails, Perl.
..."	not sure	
2026 Technology Early Career Development Program -Full Stack Development	2026-01-30	https://jobright.ai/jobs/info/69714e73333b6343a14dd402?utm_source=1100&utm_campaign=Software Engineering	Hybrid	New York, NY	Healthfirst	$66500-$90440 /yr	1001-5000	Commercial Insurance, Health Care	"1. Project, internship or work experience with object-oriented programming languages such as Java, C+ and C
2. Fundamental skills in front end, backend and full stack development
3. Interest in growing skills in various technologies to become a full stack developer
4. Undergraduate degree from an accredited institution, graduated within 12 months of the program start on 09/2026
5. On track to graduate in May 2026 or have graduated in December of 2025
..."	no	
Software Engineer I (Full Time) - United States	2026-01-30	https://jobright.ai/jobs/info/697d1a06727747250d57d2a4?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
Triangle, NC
Washington, DC
San Jose, CA"	Cisco	$104,700-$153,000 /yr	10000+	Communications Infrastructure, Enterprise Software	"1. Completion within the past 3 years, or current enrollment with expected completion within 12 months, of a Bachelor’s degree program. Relevant fields include Computer Science, Computer Engineering, Cybersecurity, or a related program.
2. Proficiency in at least one of the following programming or scripting languages: C/C++, Python, or Java, with evidence of recent (within the 12 months) coursework, projects, or work experience.
3. Experience in quality assurance (QA), testing, and/or debugging in an academic, project-based, or work related setting.
4. Ability to legally reside and work in the country of application, without the need for visa support or employer sponsorship."	no	
Software Engineer II (Full Time) - United States	2026-01-30	https://jobright.ai/jobs/info/697d19db3f57a3356966d0a7?utm_source=1100&utm_campaign=Software Engineering	On Site	"Multi Location
Triangle, NC
Washington, DC
San Jose, CA"	Cisco	$109900-$200100 /yr	10000+	Communications Infrastructure, Enterprise Software	"1. Recent graduate or in your final year of studies toward a MBA or a related graduate-level business program in Computer Science, Computer Engineering, or related major such as Cybersecurity.
2. Proficiency in at least one of the following programming or scripting languages: C/C++, Python, or Java, with evidence of recent (within the past 12 months) coursework, projects, or work experience.
3. Experience in QA, testing, and/or debugging."	not sure	
Go-to-Market Engineer	2026-01-30	https://jobright.ai/jobs/info/69582edcaa05c26e7ab20b95?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Brooklyn, NY	Revivn	$80K-$120K /yr	11-50	Electronics, Hardware	"1. Creative problem-solver — you love finding clever shortcuts and unconventional ways to get things done.
2. Early-career engineer, ideally with a CS or data-focused background, and eager to grow.
3. In-between RevOps and full-stack: technical enough to code, curious enough to understand business context.
4. Excited about tools: you tinker with APIs, scrape sites for fun, or wire up automations just to see what’s possible.
5. Comfortable with ambiguity: you can turn loose ideas into structured systems.
..."	not sure	
Software Engineer	2026-01-30	https://jobright.ai/jobs/info/697d1926727747250d57d16a?utm_source=1100&utm_campaign=Software Engineering	On Site	Maxwell, AL	Booz Allen Hamilton	$53K-$108K /yr	10000+	Consulting, Cyber Security	"1. Experience with Java, JavaScript, VueJS, PostgreSQL, and PG or PLSQL
2. Experience with GIT and JIRA
3. Knowledge of web application development
4. Knowledge of web services and client development
5. Knowledge of AWS Cloud development
..."	no	
Production Support Analyst/DevOps Engineer	2026-01-30	https://jobright.ai/jobs/info/697d166a137a051025660c86?utm_source=1100&utm_campaign=Software Engineering	On Site	Montreal, Quebec, Canada	mthree	$61250-$61250 /yr	1001-5000	Corporate Training, Information Technology	"1. Bachelor's degree in computer science or a related STEM subject (science, technology, engineering, math).
2. A GPA of 2.75 or higher.
3. Ability to troubleshoot, taking an analytical approach to solve problems.
4. The right to work in Canada without needing visa sponsorship.
5. Applicants must be currently authorized to work in Canada on a full-time basis."	no	
Software Engineer, Test & Infrastructure I	2026-01-30	https://jobright.ai/jobs/info/68e6b5d9ae2b894b1d71ceb4?utm_source=1100&utm_campaign=Software Engineering	Hybrid	Greater Chicago Area	Vail Systems	$68K-$90K /yr	101-250	Customer Service, Enterprise	"1. Bachelor's degree in Computer Science/Engineering or a related field, or equivalent experience
2. Experience: 0–2+ years in software development or test automation
3. Programming Skills: Familiarity with languages such as Ruby, Java, C#/.NET, C++, Perl, Python, or JavaScript
4. Test Frameworks: Exposure to tools such as JUnit, NUnit, TestNG, RSpec, or Cucumber
5. Platforms: Comfortable working in Linux and/or Windows environments
..."	not sure	yes
Autonomy Software Development Engineer	2026-01-30	https://jobright.ai/jobs/info/697d15e1137a051025660bdb?utm_source=1100&utm_campaign=Software Engineering	On Site	Mossville, IL	Caterpillar Inc.	$87K-$142K /yr	10000+	Construction, Machinery Manufacturing	"1. Bachelor’s degree, Master’s degree, or PhD in an accredited Robotics, Electrical or Computer Engineering, Computer Science or related degree
2. Skilled at programming in C++
3. Familiarization with core robotics principles
4. Strong foundation in mathematics and engineering fundamentals
5. Problem Solving: Knowledge of approaches, tools, techniques for recognizing, anticipating, and resolving organizational, operational or process problems; ability to apply knowledge of problem solving appropriately to diverse situations. Ability to execute projects and optimize development strategies based on a large repository of data
..."	no	
